ASP,OrderingCode,Productno,Denomination,Qty,Comments,BOMFilter,Build Type,,,,,
Ericsson,1E3SC6102OA3PPL18B1B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E3SC6102OA3PPL18B1B3UG,BKV106246/1,"Fan tray, 24 VDC, 2.0 A, 358x29x54 mm (Radio 4480)",3,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,BKV106246/1,"Fan tray, 24 VDC, 2.0 A, 358x29x54 mm (Radio 4480)"
Ericsson,1E3SC6102OA3PPL18B1B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SC6102OA3PPL18B1B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SC6102OA3PPL18B1B3UG,NFT30459/2,"Surge Protection Device, SPD -48V",7,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,NFT30459/2,"Surge Protection Device, SPD -48V"
Ericsson,1E3SC6102OA3PPL18B1B3UG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE,7,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE
Ericsson,1E3SC6102OA3PPL18B1B3UG,NFT30459/3,"Surge Protection Device, SPD -48V",3,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,NFT30459/3,"Surge Protection Device, SPD -48V"
Ericsson,1E3SC6102OA3PPL18B1B3UG,RPM1192370/01500,CABLE WITH CONNECTOR/DC POWER CABLE,3,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RPM1192370/01500,CABLE WITH CONNECTOR/DC POWER CABLE
Ericsson,1E3SC6102OA3PPL18B1B3UG,BMG980336/7,PDU 01 04; Power Distribution Unit,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,BMG980336/7,PDU 01 04; Power Distribution Unit
Ericsson,1E3SC6102OA3PPL18B1B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,1E3SC6102OA3PPL18B1B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,4,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit
Ericsson,1E3SC6102OA3PPL18B1B3UG,BGK90118/2,CONNECTION PANEL/SHU 02 01; Support HUB,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,BGK90118/2,CONNECTION PANEL/SHU 02 01; Support HUB
Ericsson,1E3SC6102OA3PPL18B1B3UG,BMG980336/7,DISTR. EQUIPMENT/PDU 01 04; Power Distribution Unit,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,BMG980336/7,DISTR. EQUIPMENT/PDU 01 04; Power Distribution Unit
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXK1252098/1,PDU Cassette,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXK1252098/1,PDU Cassette
Ericsson,1E3SC6102OA3PPL18B1B3UG,BGM136106/2,"PDU 03 02, Power Distribution",1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,BGM136106/2,"PDU 03 02, Power Distribution"
Ericsson,1E3SC6102OA3PPL18B1B3UG,NFS89973/6,ECM 03 06; Electronic Circuit,3,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,NFS89973/6,ECM 03 06; Electronic Circuit
Ericsson,1E3SC6102OA3PPL18B1B3UG,BMG980410/1,DISTR. EQUIPMENT/BFU 01 03; Battery Fuse,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,BMG980410/1,DISTR. EQUIPMENT/BFU 01 03; Battery Fuse
Ericsson,1E3SC6102OA3PPL18B1B3UG,BMG980390/10,MAINS DISTR. UNIT/Optional AC-outlet,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,BMG980390/10,MAINS DISTR. UNIT/Optional AC-outlet
Ericsson,1E3SC6102OA3PPL18B1B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,3,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit
Ericsson,1E3SC6102OA3PPL18B1B3UG,NTM2013977/1,SET OF MATERIALS/Screw set for expansion,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,NTM2013977/1,SET OF MATERIALS/Screw set for expansion
Ericsson,1E3SC6102OA3PPL18B1B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,3,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,1E3SC6102OA3PPL18B1B3UG,RPM77701/00700,CABLE WITH CONNECTOR/SIGNAL CABLE,2,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RPM77701/00700,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,1E3SC6102OA3PPL18B1B3UG,RPM77701/01000,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RPM77701/01000,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,1E3SC6102OA3PPL18B1B3UG,RPM777270/01000,CABLE WITH CONNECTOR/POWER CABLE,3,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,RPM777270/01000,CABLE WITH CONNECTOR/POWER CABLE
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXA1344414/1,MECHANICAL COMPONENT/Air outlet plate,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXA1344414/1,MECHANICAL COMPONENT/Air outlet plate
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXA2153864/1,MECHANICAL COMPONENT/Guide rail,2,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXA2153864/1,MECHANICAL COMPONENT/Guide rail
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXA2155276/1,MECHANICAL COMPONENT/PLATE 19 Dummy (1U),1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXA2155276/1,MECHANICAL COMPONENT/PLATE 19 Dummy (1U)
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXK1091052/1,ASSEMBLED PARTS/SHU holder,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXK1091052/1,ASSEMBLED PARTS/SHU holder
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXK1091102/1,ASSEMBLED PARTS/폱 dummy (19),1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXK1091102/1,ASSEMBLED PARTS/폱 dummy (19)
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXK1091601/1,ASSEMBLED PARTS/Airplate Low flow,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXK1091601/1,ASSEMBLED PARTS/Airplate Low flow
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXK1091601/2,ASSEMBLED PARTS/Airplate Medium flow,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXK1091601/2,ASSEMBLED PARTS/Airplate Medium flow
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXK1098115/1,ASSEMBLED PARTS/Power subrack,1,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXK1098115/1,ASSEMBLED PARTS/Power subrack
Ericsson,1E3SC6102OA3PPL18B1B3UG,SXK1098257/1,DUMMY/Dummy unit (Power Subrack),4,,,B1-B3,,,1E3SC6102OA3PPL18B1B3UG,SXK1098257/1,DUMMY/Dummy unit (Power Subrack)
Ericsson,1E3LC6201IDRUSBBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1-B3,,,1E3LC6201IDRUSBBUG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E3LC6201IDRUSBBUG,RPM777526/02000,ET Power cable,2,,,B1-B3,,,1E3LC6201IDRUSBBUG,RPM777526/02000,ET Power cable
Ericsson,1E3LC6201IDRUSBBUG,RPM777567/05000,Grounding Cable,2,,,B1-B3,,,1E3LC6201IDRUSBBUG,RPM777567/05000,Grounding Cable
Ericsson,1E3LC6201IDRUSBBUG,SXK1253086/1,Cable guide,2,,,B1-B3,,,1E3LC6201IDRUSBBUG,SXK1253086/1,Cable guide
Ericsson,1E3LC6102OARUSBBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1-B3,,,1E3LC6102OARUSBBUG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E3LC6102OARUSBBUG,RPM777526/02000,ET Power cable,2,,,B1-B3,,,1E3LC6102OARUSBBUG,RPM777526/02000,ET Power cable
Ericsson,1E3LC6102OARUSBBUG,RPM777567/05000,Grounding Cable,2,,,B1-B3,,,1E3LC6102OARUSBBUG,RPM777567/05000,Grounding Cable
Ericsson,1E3LC6102OARUSBBUG,SXK1253086/1,Cable guide,2,,,B1-B3,,,1E3LC6102OARUSBBUG,SXK1253086/1,Cable guide
TEF,1E3LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B1-B3,,,1E3LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E3LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1-B3,,,1E3LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E3LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E3LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,6,,,B1-B3,,,1E3LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
TEF,1E3LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B1-B3,,,1E3LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E3LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1-B3,,,1E3LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3LC6102OABBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,6,,,B1-B3,,,1E3LC6102OABBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E3LC6102OABBUG,BMG980336/7,PDU 01 04; Power Distribution Unit,1,,,B1-B3,,,1E3LC6102OABBUG,BMG980336/7,PDU 01 04; Power Distribution Unit
Ericsson,1E3LC6102OABBUG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1-B3,,,1E3LC6102OABBUG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,1E3LC6102OABBUG,NFT30459/2,"Surge Protection Device, SPD -48V",3,,,B1-B3,,,1E3LC6102OABBUG,NFT30459/2,"Surge Protection Device, SPD -48V"
Ericsson,1E3LC6102OABBUG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE,3,,,B1-B3,,,1E3LC6102OABBUG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE
Ericsson,1E3LC6102OABBUG,NTM1012478/1,SET OF MATERIALS/Grounding plate Hybrid,1,,,B1-B3,,,1E3LC6102OABBUG,NTM1012478/1,SET OF MATERIALS/Grounding plate Hybrid
Ericsson,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1-B3,,,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RPM777526/02000,ET Power cable,2,,,B1-B3,,,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RPM777526/02000,ET Power cable
Ericsson,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RPM777567/05000,Grounding Cable,2,,,B1-B3,,,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RPM777567/05000,Grounding Cable
Ericsson,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,SXK1253086/1,Cable guide,2,,,B1-B3,,,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,SXK1253086/1,Cable guide
TEF,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B1-B3,,,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1-B3,,,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,6,,,B1-B3,,,1E3LC6201IDRUSBBUG + 1E3LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM777526/02000,ET Power cable,2,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM777526/02000,ET Power cable
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM777567/05000,Grounding Cable,2,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM777567/05000,Grounding Cable
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,SXK1253086/1,Cable guide,2,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,SXK1253086/1,Cable guide
TEF,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,6,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,BMG980336/7,PDU 01 04; Power Distribution Unit,1,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,BMG980336/7,PDU 01 04; Power Distribution Unit
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,NFT30459/2,"Surge Protection Device, SPD -48V",3,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,NFT30459/2,"Surge Protection Device, SPD -48V"
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE,3,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,NTM1012478/1,SET OF MATERIALS/Grounding plate Hybrid,1,,,B1-B3,,,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,NTM1012478/1,SET OF MATERIALS/Grounding plate Hybrid
Ericsson,1E2LC6201IDRUSBBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1-B3,,,1E2LC6201IDRUSBBUG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E2LC6201IDRUSBBUG,RPM777526/02000,ET Power cable,2,,,B1-B3,,,1E2LC6201IDRUSBBUG,RPM777526/02000,ET Power cable
Ericsson,1E2LC6201IDRUSBBUG,RPM777567/05000,Grounding Cable,2,,,B1-B3,,,1E2LC6201IDRUSBBUG,RPM777567/05000,Grounding Cable
Ericsson,1E2LC6201IDRUSBBUG,SXK1253086/1,Cable guide,2,,,B1-B3,,,1E2LC6201IDRUSBBUG,SXK1253086/1,Cable guide
Ericsson,1E2LC6201IDRUSBBUG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B1-B3,,,1E2LC6201IDRUSBBUG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,1E2LC6102OARUSBBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1-B3,,,1E2LC6102OARUSBBUG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E2LC6102OARUSBBUG,RPM777526/02000,ET Power cable,2,,,B1-B3,,,1E2LC6102OARUSBBUG,RPM777526/02000,ET Power cable
Ericsson,1E2LC6102OARUSBBUG,RPM777567/05000,Grounding Cable,2,,,B1-B3,,,1E2LC6102OARUSBBUG,RPM777567/05000,Grounding Cable
Ericsson,1E2LC6102OARUSBBUG,SXK1253086/1,Cable guide,2,,,B1-B3,,,1E2LC6102OARUSBBUG,SXK1253086/1,Cable guide
Ericsson,1E2LC6102OARUSBBUG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B1-B3,,,1E2LC6102OARUSBBUG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
TEF,1E2LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B1-B3,,,1E2LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1-B3,,,1E2LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1-B3,,,1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1-B3,,,1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,4,,,B1-B3,,,1E2LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
TEF,1E2LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B1-B3,,,1E2LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1-B3,,,1E2LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1-B3,,,1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1-B3,,,1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6102OABBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,4,,,B1-B3,,,1E2LC6102OABBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E2LC6102OABBUG,BMG980336/7,PDU 01 04; Power Distribution Unit,1,,,B1-B3,,,1E2LC6102OABBUG,BMG980336/7,PDU 01 04; Power Distribution Unit
Ericsson,1E2LC6102OABBUG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1-B3,,,1E2LC6102OABBUG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,1E2LC6102OABBUG,NFT30459/2,"Surge Protection Device, SPD -48V",2,,,B1-B3,,,1E2LC6102OABBUG,NFT30459/2,"Surge Protection Device, SPD -48V"
Ericsson,1E2LC6102OABBUG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE,2,,,B1-B3,,,1E2LC6102OABBUG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE
Ericsson,1E2LC6102OABBUG,NTM1012478/1,SET OF MATERIALS/Grounding plate Hybrid,1,,,B1-B3,,,1E2LC6102OABBUG,NTM1012478/1,SET OF MATERIALS/Grounding plate Hybrid
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1-B3,,,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RPM777526/02000,ET Power cable,2,,,B1-B3,,,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RPM777526/02000,ET Power cable
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RPM777567/05000,Grounding Cable,2,,,B1-B3,,,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RPM777567/05000,Grounding Cable
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,SXK1253086/1,Cable guide,2,,,B1-B3,,,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,SXK1253086/1,Cable guide
TEF,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B1-B3,,,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1-B3,,,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1-B3,,,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1-B3,,,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,4,,,B1-B3,,,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1-B3,,,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RPM777526/02000,ET Power cable,2,,,B1-B3,,,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RPM777526/02000,ET Power cable
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RPM777567/05000,Grounding Cable,2,,,B1-B3,,,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RPM777567/05000,Grounding Cable
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,SXK1253086/1,Cable guide,2,,,B1-B3,,,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,SXK1253086/1,Cable guide
TEF,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B1-B3,,,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1-B3,,,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1-B3,,,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
